,Ensembl gene ID,HGNC ID,Status,Approved symbol,Approved name,NCBI gene ID,UCSC gene ID,RefSeq accession
31013,ENSG00000118491,HGNC:21174,Approved,ZC2HC1B,zinc finger C2HC-type containing 1B,153918,uc010khk.4,NM_001013623
31014,ENSG00000258385,,,,,,,
31015,ENSG00000258066,,,,,,,
31016,ENSG00000261965,HGNC:38024,Approved,ISCA1P3,iron-sulfur cluster assembly 1 pseudogene 3,100131092,,NG_022956
31017,ENSG00000258350,HGNC:19925,Approved,SYF2P1,SYF2 pre-mRNA splicing factor pseudogene 1,317778,,NG_002474
31018,ENSG00000257829,,,,,,,
31019,ENSG00000180772,HGNC:338,Approved,AGTR2,angiotensin II receptor type 2,186,uc004eqh.5,NM_000686
31020,ENSG00000257043,HGNC:54691,Approved,SRSF3P1,SRSF3 pseudogene 1,100506569,,NG_028064
31021,ENSG00000185056,HGNC:27026,Approved,C5orf47,chromosome 5 open reading frame 47,133491,uc003mcw.4,NM_001144954
31022,ENSG00000244038,HGNC:2728,Approved,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,1650,uc001bdo.1,NM_005216
31023,ENSG00000176593,HGNC:44322,Approved,ZNF606-AS1,ZNF606 antisense RNA 1,100128398,,NR_036508
31024,ENSG00000258033,HGNC:41513,Approved,SNX5P2,sorting nexin 5 pseudogene 2,728467,,NG_009120
31025,ENSG00000179051,HGNC:30297,Approved,RCC2,regulator of chromosome condensation 2,55920,uc001bam.4,NM_018715
31026,ENSG00000257539,HGNC:44929,Approved,HSPA8P14,heat shock protein family A (Hsp70) member 8 pseudogene 14,642580,,NG_028771
31027,ENSG00000162009,HGNC:11334,Approved,SSTR5,somatostatin receptor 5,6755,uc002ckq.4,NM_001053
31028,ENSG00000126787,HGNC:16864,Approved,DLGAP5,DLG associated protein 5,9787,uc001xbs.4,NM_014750
31029,ENSG00000258476,HGNC:53073,Approved,LINC02207,long intergenic non-protein coding RNA 2207,101927153,,NR_120321
31030,ENSG00000158169,HGNC:3584,Approved,FANCC,FA complementation group C,2176,uc004avh.4,NM_000136
31031,ENSG00000139445,HGNC:21399,Approved,FOXN4,forkhead box N4,121643,uc001toe.5,NM_213596
31032,ENSG00000257530,HGNC:55475,Approved,BICD1-AS1,BICD1 antisense RNA 1,120766143,,
31033,ENSG00000257642,HGNC:55936,Approved,C12orf75-AS1,C12orf75 antisense RNA 1,105369954,,NR_131986
31034,ENSG00000151718,HGNC:24148,Approved,WWC2,WW and C2 domain containing 2,80014,uc010irx.4,NM_024949
31035,ENSG00000166152,HGNC:28479,Approved,C16orf78,chromosome 16 open reading frame 78,123970,uc002efr.4,NM_144602
31036,ENSG00000258115,,,,,,,
31037,ENSG00000258206,,,,,,,
31038,ENSG00000178177,HGNC:30776,Approved,LCORL,ligand dependent nuclear receptor corepressor like,254251,uc021xmr.2,NM_153686
31039,ENSG00000198355,HGNC:19310,Approved,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase",415116,uc003bjb.4,NM_001001852
31040,ENSG00000198934,HGNC:24934,Approved,MAGEE1,MAGE family member E1,57692,uc004ecm.3,NM_020932
31041,ENSG00000104093,HGNC:2938,Approved,DMXL2,Dmx like 2,23312,uc002abf.4,NM_015263
31042,ENSG00000257138,HGNC:9584,Approved,TAS2R38,taste 2 receptor member 38,5726,uc003vwx.1,NM_176817
31043,ENSG00000110925,HGNC:16006,Approved,CSRNP2,cysteine and serine rich nuclear protein 2,81566,uc001rxu.3,NM_030809
31044,ENSG00000198674,HGNC:14836,Approved,OR10G6,olfactory receptor family 10 subfamily G member 6,79490,uc058iqj.1,NM_001355219
31045,ENSG00000225792,HGNC:55845,Approved,SNX10-AS1,SNX10 antisense RNA 1,105375304,,NR_136270
31046,ENSG00000257342,,,,,,,
31047,ENSG00000258302,,,,,,,
31048,ENSG00000258247,,,,,,,
31049,ENSG00000064300,HGNC:7809,Approved,NGFR,nerve growth factor receptor,4804,uc002ioz.5,NM_002507
31050,ENSG00000114654,HGNC:25692,Approved,EFCC1,EF-hand and coiled-coil domain containing 1,79825,uc011bkt.2,NM_024768
31051,ENSG00000212724,HGNC:18906,Approved,KRTAP2-3,keratin associated protein 2-3,730755,uc002hvx.4,NM_001165252
31052,ENSG00000258275,HGNC:15366,Approved,OR7K1P,olfactory receptor family 7 subfamily K member 1 pseudogene,81114,,NG_004167
31053,ENSG00000258240,HGNC:50689,Approved,LINC01404,long intergenic non-protein coding RNA 1404,105369980,,NR_135001
31054,ENSG00000162951,HGNC:19408,Approved,LRRTM1,leucine rich repeat transmembrane neuronal 1,347730,uc061lcu.1,NM_178839
31055,ENSG00000258276,,,,,,,
31056,ENSG00000101251,HGNC:15897,Approved,SEL1L2,SEL1L2 adaptor subunit of ERAD E3 ligase,80343,uc061vme.1,NM_025229
31057,ENSG00000257507,HGNC:53295,Approved,LINC02373,long intergenic non-protein coding RNA 2373,105369822,,
31058,ENSG00000166578,HGNC:25168,Approved,IQCD,IQ motif containing D,115811,uc001tuu.4,NM_138451
31059,ENSG00000215506,HGNC:38077,Approved,TPTE2P4,TPTE2 pseudogene 4,286573,,NG_002820
31060,ENSG00000241772,,,,,,,
31061,ENSG00000257129,,,,,,,
31062,ENSG00000130202,HGNC:9707,Approved,NECTIN2,nectin cell adhesion molecule 2,5819,uc002ozv.4,NM_002856
31063,ENSG00000258173,,,,,,,
31064,ENSG00000257470,,,,,,,
31065,ENSG00000249661,HGNC:43881,Approved,TNRC18P1,trinucleotide repeat containing 18 pseudogene 1,644962,,NR_077215
31066,ENSG00000166068,HGNC:20249,Approved,SPRED1,sprouty related EVH1 domain containing 1,161742,uc001zka.5,NM_152594
31067,ENSG00000105392,HGNC:2383,Approved,CRX,cone-rod homeobox,1406,uc002phq.5,NM_000554
31068,ENSG00000257823,,,,,,,
31069,ENSG00000204335,HGNC:14529,Approved,SP5,Sp5 transcription factor,389058,uc002uge.4,NM_001003845
31070,ENSG00000233358,,,,,,,
31071,ENSG00000240279,,,,,,,
31072,ENSG00000201680,,,,,,,
31073,ENSG00000099624,HGNC:837,Approved,ATP5F1D,ATP synthase F1 subunit delta,513,uc002lrn.4,NM_001687
31074,ENSG00000257366,,,,,,,
31075,ENSG00000226792,HGNC:42693,Approved,C13orf42,chromosome 13 open reading frame 42,647166,uc031qlr.2,NM_001351589
31076,ENSG00000257754,,,,,,,
31077,ENSG00000243558,,,,,,,
31078,ENSG00000166268,HGNC:26316,Approved,MYRFL,myelin regulatory factor like,196446,uc001svu.2,NM_182530
31079,ENSG00000038427,HGNC:2464,Approved,VCAN,versican,1462,uc003kii.4,NM_004385
31080,ENSG00000110427,HGNC:24836,Approved,KIAA1549L,KIAA1549 like,25758,uc021qfs.2,NM_012194
31081,ENSG00000258052,,,,,,,
31082,ENSG00000188710,HGNC:29982,Approved,QRFP,pyroglutamylated RFamide peptide,347148,uc064woc.1,NM_198180
31083,ENSG00000175809,HGNC:26371,Approved,CBLL2,Cbl proto-oncogene like 2,158506,uc004dai.4,NM_152577
31084,ENSG00000225830,HGNC:3438,Approved,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",2074,uc001jhs.6,NM_000124
31085,ENSG00000228976,HGNC:39018,Approved,SUMO2P8,SUMO2 pseudogene 8,100506244,,NG_029319
31086,ENSG00000166135,HGNC:17113,Approved,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,55662,uc001krj.5,NM_017902
31087,ENSG00000160752,HGNC:3631,Approved,FDPS,farnesyl diphosphate synthase,2224,uc001fkc.3,NM_002004
31088,ENSG00000213781,HGNC:39777,Approved,PSMC1P2,"proteasome 26S subunit, ATPase 1 pseudogene 2",442291,,NG_008641
31089,ENSG00000227232,HGNC:38034,Approved,WASH7P,"WASP family homolog 7, pseudogene",653635,,NR_024540
31090,ENSG00000173389,HGNC:28607,Approved,IQCF1,IQ motif containing F1,132141,uc003dbv.4,NM_152397
31091,ENSG00000237888,HGNC:35944,Approved,RPL29P31,ribosomal protein L29 pseudogene 31,284064,,NG_010842
31092,ENSG00000229668,,,,,,,
31093,ENSG00000261280,,,,,,,
31094,ENSG00000141753,HGNC:5473,Approved,IGFBP4,insulin like growth factor binding protein 4,3487,uc002hus.4,NM_001552
31095,ENSG00000162545,HGNC:24190,Approved,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,55450,uc001bdh.4,NM_018584
31096,ENSG00000132297,HGNC:4904,Approved,HHLA1,HERV-H LTR-associating 1,10086,uc064qho.1,NM_001145095
31097,ENSG00000256756,HGNC:49865,Approved,TIMM17BP1,translocase of inner mitochondrial membrane 17B pseudogene 1,390298,,NG_030132
31098,ENSG00000146666,HGNC:40290,Approved,LINC00525,long intergenic non-protein coding RNA 525,84847,uc003tnx.3,NR_038407
31099,ENSG00000119673,HGNC:18431,Approved,ACOT2,acyl-CoA thioesterase 2,10965,uc059ddl.1,NM_006821
31100,ENSG00000177586,HGNC:19589,Approved,OR7E149P,olfactory receptor family 7 subfamily E member 149 pseudogene,282756,,NG_004297
31101,ENSG00000260411,,,,,,,
31102,ENSG00000137824,HGNC:25550,Approved,RMDN3,regulator of microtubule dynamics 3,55177,uc001zmq.2,NM_018145
31103,ENSG00000258034,,,,,,,
31104,ENSG00000257826,,,,,,,
31105,ENSG00000257612,HGNC:52004,Approved,MIR4307HG,MIR4307 host gene,101927081,,NR_110041
31106,ENSG00000237016,,,,,,,
31107,ENSG00000233711,HGNC:16596,Approved,EIF4EBP2P1,eukaryotic translation initiation factor 4E binding protein 2 pseudogene 1,170510,,NG_001034
31108,ENSG00000257289,,,,,,,
31109,ENSG00000220069,HGNC:36649,Approved,RPL7P27,ribosomal protein L7 pseudogene 27,643906,,NG_010353
31110,ENSG00000233216,,,,,,,
31111,ENSG00000204851,HGNC:29206,Approved,PNMA8B,PNMA family member 8B,57469,uc002pes.3,NM_020709
31112,ENSG00000224404,,,,,,,
31113,ENSG00000133398,HGNC:28760,Approved,MED10,mediator complex subunit 10,84246,uc003jdo.4,NM_032286
31114,ENSG00000203837,HGNC:23492,Approved,PNLIPRP3,pancreatic lipase related protein 3,119548,uc001lcl.5,NM_001011709
31115,ENSG00000184140,HGNC:15372,Approved,OR4F6,olfactory receptor family 4 subfamily F member 6,390648,uc010utr.3,NM_001005326
31116,ENSG00000187068,HGNC:33731,Approved,C3orf70,chromosome 3 open reading frame 70,285382,uc003fpd.3,NM_001025266
31117,ENSG00000177679,HGNC:26729,Approved,SRRM3,serine/arginine repetitive matrix 3,222183,uc032ztw.2,NM_001110199
31118,ENSG00000119402,HGNC:13608,Approved,FBXW2,F-box and WD repeat domain containing 2,26190,uc004bkm.2,NM_001375888
31119,ENSG00000224911,,,,,,,
31120,ENSG00000065243,HGNC:9406,Approved,PKN2,protein kinase N2,5586,uc001dmn.4,NM_006256
31121,ENSG00000174444,HGNC:10353,Approved,RPL4,ribosomal protein L4,6124,uc002apv.4,NM_000968
31122,ENSG00000249098,HGNC:56524,Approved,CSRP2P2,CSRP2 pseudogene 2,100420832,,NG_025627
31123,ENSG00000198812,HGNC:20264,Approved,LRRC10,leucine rich repeat containing 10,376132,uc001svc.4,NM_201550
31124,ENSG00000173452,HGNC:22431,Approved,TMEM196,transmembrane protein 196,256130,uc011jyg.3,NM_152774
31125,ENSG00000257386,,,,,,,
31126,ENSG00000233752,HGNC:36128,Approved,RPL21P36,ribosomal protein L21 pseudogene 36,100270956,,NG_010557
31127,ENSG00000198416,HGNC:32033,Approved,ZNF658B,zinc finger protein 658B (pseudogene),401509,,NR_003528
31128,ENSG00000250159,HGNC:55557,Approved,PKD2L2-DT,PKD2L2 divergent transcript,101928005,,XR_007058950
31129,ENSG00000165322,HGNC:16348,Approved,ARHGAP12,Rho GTPase activating protein 12,94134,uc001ivz.3,NM_001270695
31130,ENSG00000257222,,,,,,,
31131,ENSG00000265552,,,,,,,
31132,ENSG00000143727,HGNC:122,Approved,ACP1,acid phosphatase 1,52,uc002qwg.4,NM_004300
31133,ENSG00000237806,HGNC:36535,Approved,FAUP2,FAU pseudogene 2,100271125,,NG_010095
31134,ENSG00000154727,HGNC:4071,Approved,GABPA,GA binding protein transcription factor subunit alpha,2551,uc002ylx.5,NM_002040
31135,ENSG00000267330,,,,,,,
31136,ENSG00000257681,,,,,,,
31137,ENSG00000232230,HGNC:45234,Approved,TPM4P1,TPM4 pseudogene 1,644566,,NG_022157
31138,ENSG00000154856,HGNC:15718,Approved,APCDD1,APC down-regulated 1,147495,uc002kom.5,NM_153000
31139,ENSG00000086666,HGNC:30164,Approved,ZFAND6,zinc finger AN1-type containing 6,54469,uc002bfe.2,NM_019006
31140,ENSG00000258123,HGNC:53376,Approved,LINC02444,long intergenic non-protein coding RNA 2444,101928137,,NR_110130
31141,ENSG00000162975,HGNC:6246,Approved,KCNF1,potassium voltage-gated channel modifier subfamily F member 1,3754,uc002rax.3,NM_002236
31142,ENSG00000237096,,,,,,,
31143,ENSG00000247240,HGNC:48614,Approved,UBL7-DT,UBL7 divergent transcript,440288,,NR_038448
31144,ENSG00000257288,,,,,,,
31145,ENSG00000257350,,,,,,,
31146,ENSG00000231095,HGNC:39711,Approved,GYG1P3,glycogenin 1 pseudogene 3,645506,,NG_021229
31147,ENSG00000089116,HGNC:14216,Approved,LHX5,LIM homeobox 5,64211,uc001tvj.2,NM_022363
31148,ENSG00000227279,,,,,,,
31149,ENSG00000186806,HGNC:27111,Approved,VSIG10L,V-set and immunoglobulin domain containing 10 like,147645,uc002pwf.4,NM_001163922
31150,ENSG00000170860,HGNC:17874,Approved,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",27258,uc003byo.2,NM_014463
31151,ENSG00000257239,,,,,,,
31152,ENSG00000186599,HGNC:29930,Approved,DEFB105B,defensin beta 105B,504180,uc011kwp.3,NM_001040703
31153,ENSG00000256943,,,,,,,
31154,ENSG00000264463,,,,,,,
31155,ENSG00000164651,HGNC:19196,Approved,SP8,Sp8 transcription factor,221833,uc022aak.3,NM_182700
31156,ENSG00000233215,HGNC:52474,Approved,LINC01687,long intergenic non-protein coding RNA 1687,101927843,,NR_109959
31157,ENSG00000258337,,,,,,,
31158,ENSG00000099974,HGNC:33446,Approved,DDTL,D-dopachrome tautomerase like,100037417,uc002zyy.5,NM_001084393
31159,ENSG00000270174,,,,,,,
31160,ENSG00000135097,HGNC:7330,Approved,MSI1,musashi RNA binding protein 1,4440,uc001tye.2,NM_002442
31161,ENSG00000257649,HGNC:48874,Approved,TMT1AP1,thiol methyltransferase 1A pseudogene 1,100996686,,
31162,ENSG00000135114,HGNC:8090,Approved,OASL,2'-5'-oligoadenylate synthetase like,8638,uc001tzj.3,NM_003733
31163,ENSG00000185847,HGNC:50688,Approved,LINC01405,long intergenic non-protein coding RNA 1405,100131138,,NR_036513
31164,ENSG00000198755,HGNC:10299,Approved,RPL10A,ribosomal protein L10a,4736,uc003okp.2,NM_007104
31165,ENSG00000215264,HGNC:29803,Approved,RPL10AP3,ribosomal protein L10a pseudogene 3,137107,,NG_009498
31166,ENSG00000156172,HGNC:27232,Approved,CFAP418,cilia and flagella associated protein 418,157657,uc003yho.3,NM_177965
31167,ENSG00000214222,HGNC:12415,Approved,TUBBP2,tubulin beta pseudogene 2,647000,,NG_011428
31168,ENSG00000256581,HGNC:29888,Approved,NLRP9P1,NLR family pyrin domain containing 9 pseudogene 1,347933,,NG_002754
31169,ENSG00000180658,HGNC:14729,Approved,OR2A4,olfactory receptor family 2 subfamily A member 4,79541,uc011ecd.2,NM_030908
31170,ENSG00000203560,HGNC:14760,Approved,OR52J1P,olfactory receptor family 52 subfamily J member 1 pseudogene,79302,,NG_002234
31171,ENSG00000237004,HGNC:42792,Approved,ZNRF2P1,zinc and ring finger 2 pseudogene 1,441208,,NR_003502
31172,ENSG00000213013,HGNC:36803,Approved,RPS15AP36,ribosomal protein S15a pseudogene 36,100271650,,NG_010183
31173,ENSG00000083123,HGNC:987,Approved,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,594,uc003pje.3,NM_000056
31174,ENSG00000256851,,,,,,,
31175,ENSG00000137656,HGNC:28199,Approved,BUD13,BUD13 homolog,84811,uc001ppn.4,NM_032725
31176,ENSG00000108784,HGNC:7632,Approved,NAGLU,N-acetyl-alpha-glucosaminidase,4669,uc002hzv.4,NM_000263
31177,ENSG00000177338,HGNC:26863,Approved,LINC00469,long intergenic non-protein coding RNA 469,283982,uc060jmv.1,NR_027146
31178,ENSG00000085721,HGNC:30346,Approved,RRN3,"RRN3 homolog, RNA polymerase I transcription factor",54700,uc002dde.4,NM_018427
31179,ENSG00000171847,HGNC:25526,Approved,FAM90A1,family with sequence similarity 90 member A1,55138,uc001qui.3,NM_018088
31180,ENSG00000198183,HGNC:15749,Approved,BPIFA1,BPI fold containing family A member 1,51297,uc002wyu.5,NM_130852
31181,ENSG00000169302,HGNC:28317,Approved,STK32A,serine/threonine kinase 32A,202374,uc010jgn.2,NM_145001
31182,ENSG00000238084,,,,,,,
31183,ENSG00000257167,HGNC:44158,Approved,TMPO-AS1,TMPO antisense RNA 1,100128191,uc001tfg.4,NR_027157
31184,ENSG00000142459,HGNC:30464,Approved,EVI5L,ecotropic viral integration site 5 like,115704,uc002min.4,NM_145245
31185,ENSG00000230977,,,,,,,
31186,ENSG00000224204,HGNC:40445,Approved,PHEX-AS1,PHEX antisense RNA 1,100873942,uc031tgy.2,NR_046639
31187,ENSG00000215283,HGNC:39316,Approved,HMGB3P24,high mobility group box 3 pseudogene 24,646993,,NG_029027
31188,ENSG00000258154,,,,,,,
31189,ENSG00000257541,HGNC:53330,Approved,LINC02403,long intergenic non-protein coding RNA 2403,105369785,,NR_135022
31190,ENSG00000234892,,,,,,,
31191,ENSG00000187922,HGNC:20892,Approved,LCN10,lipocalin 10,414332,uc004civ.4,NM_001001712
31192,ENSG00000179477,HGNC:430,Approved,ALOX12B,"arachidonate 12-lipoxygenase, 12R type",242,uc002gjy.1,NM_001139
31193,ENSG00000237841,HGNC:18950,Approved,KRTAP19-9P,"keratin associated protein 19-9, pseudogene",337982,,NG_002688
31194,ENSG00000106328,HGNC:3961,Approved,FSCN3,fascin actin-bundling protein 3,29999,uc003vmd.3,NM_020369
31195,ENSG00000239900,HGNC:291,Approved,ADSL,adenylosuccinate lyase,158,uc003ayp.5,NM_000026
31196,ENSG00000230283,HGNC:35561,Approved,RPS12P24,ribosomal protein S12 pseudogene 24,100271551,,NG_010988
31197,ENSG00000131467,HGNC:9570,Approved,PSME3,proteasome activator subunit 3,10197,uc002ibr.5,NM_176863
31198,ENSG00000232290,,,,,,,
31199,ENSG00000076053,HGNC:9904,Approved,RBM7,RNA binding motif protein 7,10179,uc001pov.5,NM_016090
31200,ENSG00000130175,HGNC:9411,Approved,PRKCSH,protein kinase C substrate 80K-H,5589,uc010dyb.5,NM_001001329
31201,ENSG00000103005,HGNC:25792,Approved,USB1,U6 snRNA biogenesis phosphodiesterase 1,79650,uc002emz.4,NM_024598
31202,ENSG00000175793,HGNC:10773,Approved,SFN,stratifin,2810,uc001bnc.2,NM_006142
31203,ENSG00000121671,HGNC:2385,Approved,CRY2,cryptochrome circadian regulator 2,1408,uc010rgn.2,NM_021117
31204,ENSG00000254683,HGNC:49821,Approved,SNRPCP6,small nuclear ribonucleoprotein polypeptide C pseudogene 6,100310856,,NG_013320
31205,ENSG00000204697,HGNC:8278,Approved,OR2U1P,olfactory receptor family 2 subfamily U member 1 pseudogene,26695,,NG_004625
31206,ENSG00000105647,HGNC:8980,Approved,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2,5296,uc002nia.3,NM_005027
31207,ENSG00000184232,HGNC:28752,Approved,OAF,out at first homolog,220323,uc001pxb.4,NM_178507
31208,ENSG00000158220,HGNC:24295,Approved,ESYT3,extended synaptotagmin 3,83850,uc003esk.4,NM_031913
31209,ENSG00000255627,,,,,,,
31210,ENSG00000126353,HGNC:1608,Approved,CCR7,C-C motif chemokine receptor 7,1236,uc002huw.4,NM_001301714
31211,ENSG00000256433,,,,,,,
31212,ENSG00000013441,HGNC:2068,Approved,CLK1,CDC like kinase 1,1195,uc002uwe.3,NM_001162407
31213,ENSG00000110987,HGNC:1004,Approved,BCL7A,BAF chromatin remodeling complex subunit BCL7A,605,uc001ubp.4,NM_001024808
31214,ENSG00000257075,HGNC:44525,Approved,RPEP6,ribulose-5-phosphate-3-epimerase pseudogene 6,100420590,,NG_024529
31215,ENSG00000167014,HGNC:28520,Approved,TERB2,telomere repeat binding bouquet formation protein 2,145645,uc001zuk.5,NM_152448
31216,ENSG00000256243,HGNC:23553,Approved,RPL7AP3,ribosomal protein L7a pseudogene 3,654370,,NG_009375
31217,ENSG00000270628,,,,,,,
31218,ENSG00000265818,HGNC:49187,Approved,EEF1E1-BLOC1S5,EEF1E1-BLOC1S5 readthrough (NMD candidate),100526837,,NR_037618
31219,ENSG00000256100,,,,,,,
31220,ENSG00000198354,HGNC:32950,Approved,DCAF12L2,DDB1 and CUL4 associated factor 12 like 2,340578,uc004euk.3,NM_001013628
31221,ENSG00000258751,,,,,,,
31222,ENSG00000235892,HGNC:44244,Approved,PKMP2,pyruvate kinase M1/2 pseudogene 2,402408,,NG_022667
31223,ENSG00000120756,HGNC:9090,Approved,PLS1,plastin 1,5357,uc010huv.4,NM_002670
31224,ENSG00000160049,HGNC:2772,Approved,DFFA,DNA fragmentation factor subunit alpha,1676,uc001arj.4,NM_004401
31225,ENSG00000225670,HGNC:40812,Approved,CADM3-AS1,CADM3 antisense RNA 1,100131825,,NR_037870
31226,ENSG00000213073,HGNC:54896,Approved,CHP1P2,CHP1 pseudogene 2,729603,,NR_003288
31227,ENSG00000117713,HGNC:11110,Approved,ARID1A,AT-rich interaction domain 1A,8289,uc001bmv.2,NM_139135
31228,ENSG00000232676,HGNC:22976,Approved,ADH5P2,ADH5 pseudogene 2,343296,,NG_008685
31229,ENSG00000176095,HGNC:18360,Approved,IP6K1,inositol hexakisphosphate kinase 1,9807,uc003cxm.2,NM_153273
31230,ENSG00000067596,HGNC:2749,Approved,DHX8,DEAH-box helicase 8,1659,uc002idu.2,NM_001302623
31231,ENSG00000225085,,,,,,,
31232,ENSG00000262098,,,,,,,
31233,ENSG00000261260,,,,,,,
31234,ENSG00000134262,HGNC:572,Approved,AP4B1,adaptor related protein complex 4 subunit beta 1,10717,uc001eed.4,NM_006594
31235,ENSG00000223931,,,,,,,
31236,ENSG00000178081,HGNC:15777,Approved,ULK4P3,ULK4 pseudogene 3,89837,,NR_026859
31237,ENSG00000108946,HGNC:9388,Approved,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,5573,uc002jhh.5,NM_001276289
31238,ENSG00000256721,HGNC:41314,Approved,CACNA1C-IT3,CACNA1C intronic transcript 3,100874370,uc031qfn.2,NR_046769
31239,ENSG00000025039,HGNC:19903,Approved,RRAGD,Ras related GTP binding D,58528,uc003pnd.5,NM_021244
31240,ENSG00000256691,,,,,,,
31241,ENSG00000104964,HGNC:307,Approved,TLE5,"TLE family member 5, transcriptional modulator",166,uc002lwy.2,NM_198969
31242,ENSG00000143412,HGNC:547,Approved,ANXA9,annexin A9,8416,uc001ewa.3,NM_003568
31243,ENSG00000041357,HGNC:9533,Approved,PSMA4,proteasome 20S subunit alpha 4,5685,uc002bdu.5,NM_002789
31244,ENSG00000105447,HGNC:21270,Approved,GRWD1,glutamate rich WD repeat containing 1,83743,uc002pjd.3,NM_031485
31245,ENSG00000255745,,,,,,,
31246,ENSG00000150477,HGNC:29248,Approved,KIAA1328,KIAA1328,57536,uc002kzz.4,NM_020776
31247,ENSG00000235389,,,,,,,
31248,ENSG00000241473,HGNC:56590,Approved,ACTBP16,ACTB pseudogene 16,100132223,,NG_022284
31249,ENSG00000237328,HGNC:40496,Approved,RAI1-AS1,RAI1 antisense RNA 1,100861516,uc060bxq.1,NR_130894
31250,ENSG00000188931,HGNC:32325,Approved,CFAP126,cilia and flagella associated protein 126,257177,,NM_001013625
31251,ENSG00000182634,HGNC:14842,Approved,OR10G7,olfactory receptor family 10 subfamily G member 7,390265,uc001pzq.2,NM_001004463
31252,ENSG00000263940,HGNC:46291,Approved,RN7SL275P,"RNA, 7SL, cytoplasmic 275, pseudogene",106480997,uc062yzw.1,NG_045091
31253,ENSG00000137251,HGNC:14599,Approved,TINAG,tubulointerstitial nephritis antigen,27283,uc003pcj.3,NM_014464
31254,ENSG00000111404,HGNC:26213,Approved,RERGL,RERG like,79785,uc031yvw.2,NM_024730
31255,ENSG00000230582,,,,,,,
31256,ENSG00000011028,HGNC:16875,Approved,MRC2,mannose receptor C type 2,9902,uc002jad.5,NM_006039
31257,ENSG00000249183,HGNC:39014,Approved,SUMO2P4,SUMO2 pseudogene 4,100288757,,NG_028715
31258,ENSG00000255858,,,,,,,
31259,ENSG00000233895,,,,,,,
31260,ENSG00000197780,HGNC:11546,Approved,TAF13,TATA-box binding protein associated factor 13,6884,uc001dwm.2,NM_005645
31261,ENSG00000072121,HGNC:20761,Approved,ZFYVE26,zinc finger FYVE-type containing 26,23503,uc001xka.2,NM_015346
31262,ENSG00000228527,,,,,,,
31263,ENSG00000211812,HGNC:12124,Approved,TRAV26-2,T cell receptor alpha variable 26-2,28656,uc058zem.1,NG_001332
31264,ENSG00000187762,HGNC:49330,Approved,HSPE1P11,heat shock protein family E (Hsp10) member 1 pseudogene 11,106481673,,NG_045268
31265,ENSG00000158717,HGNC:28856,Approved,RNF166,ring finger protein 166,115992,uc002flk.3,NM_178841
31266,ENSG00000198466,HGNC:30955,Approved,ZNF587,zinc finger protein 587,84914,uc002qql.4,NM_032828
31267,ENSG00000253299,HGNC:55148,Approved,UFM1P3,UFM1 pseudogene 3,100506633,,NG_030252
31268,ENSG00000230593,HGNC:53664,Approved,PPIAP40,peptidylprolyl isomerase A pseudogene 40,107984349,,XM_047428002
31269,ENSG00000170631,HGNC:12947,Approved,ZNF16,zinc finger protein 16,7564,uc003zet.3,NM_006958
31270,ENSG00000250441,,,,,,,
31271,ENSG00000236969,HGNC:33438,Approved,GGT8P,gamma-glutamyltransferase 8 pseudogene,645367,,NR_003503
31272,ENSG00000164935,HGNC:18549,Approved,DCSTAMP,dendrocyte expressed seven transmembrane protein,81501,uc003ylx.3,NM_030788
31273,ENSG00000258696,,,,,,,
31274,ENSG00000230066,HGNC:37465,Approved,FAM197Y3,family with sequence similarity 197 Y-linked member 3,107987341,,NR_145461
31275,ENSG00000160051,HGNC:25545,Approved,IQCC,IQ motif containing C,55721,uc001bum.3,NM_018134
31276,ENSG00000257830,,,,,,,
31277,ENSG00000256533,,,,,,,
31278,ENSG00000164932,HGNC:18831,Approved,CTHRC1,collagen triple helix repeat containing 1,115908,uc003ylk.5,NM_138455
31279,ENSG00000180828,HGNC:11963,Approved,BHLHE22,basic helix-loop-helix family member e22,27319,uc003xvi.4,NM_152414
31280,ENSG00000087085,HGNC:108,Approved,ACHE,acetylcholinesterase (Cartwright blood group),43,uc003uxi.4,NM_015831
31281,ENSG00000204595,HGNC:32166,Approved,DPRX,divergent-paired related homeobox,503834,uc002qcf.1,NM_001012728
31282,ENSG00000198131,HGNC:16759,Approved,ZNF544,zinc finger protein 544,27300,uc061dqu.1,NM_014480
31283,ENSG00000140280,HGNC:28571,Approved,LYSMD2,LysM domain containing 2,256586,uc002abi.4,NM_153374
31284,ENSG00000186076,,,,,,,
31285,ENSG00000107165,HGNC:12450,Approved,TYRP1,tyrosinase related protein 1,7306,uc003zkv.5,NM_000550
31286,ENSG00000263069,HGNC:54402,Approved,RNF213-AS1,RNF213 antisense RNA 1,100294362,,NR_029376
31287,ENSG00000197782,HGNC:27603,Approved,ZNF780A,zinc finger protein 780A,284323,uc002omy.4,NM_001010880
